sample_name,sample_title_DO_NOT_EDIT,library_name,organism,ncbi_taxon_id,cultivar_or_isolate_or_ecotype,tissue,tissue_developmental_stage,plant_age,treatment,specimen_source,growing_location,growing_conditions,geographic_location,biological_replicate,tissue_harvested_by,tissue_harvest_date,sample_tissue_comments,nucleic_acid_extraction_method,dnase_rnase_treatment,nucleic_acid_clean_method,nucleic_acid_concentration_via_qubit_ng/ul,nanodrop_260/280,nanodrop_260/230,nucleic_acid_volume_ul,nucleic_acid_buffer,nucleic_acid_extracted_by,nucleic_acid_extraction_date,nucleic_acid_image,Plate,Well,nucleic_acid_comments
19A0380,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1162.078,2.047,1.468,20,Water,Jenna Hershberger,7/2/20,TRUE,SC_RNA_04,C06,
19A0175,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,766.551,2.036,1.235,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_04,C07,
19A0340,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,888.898,2.12,2.251,20,Water,Jenna Hershberger,7/6/20,TRUE,SC_RNA_04,C08,
19A0034,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,661.091,2.063,1.502,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,C09,
19A0250,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,1312.26,2.01,1.202,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,C10,
19A0137,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1049.807,2.048,1.15,20,Water,Jenna Hershberger,7/1/20,TRUE,SC_RNA_04,C11,
19A0233,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,3.24,0.714,0.118,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_04,C12,
19A0121,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,882.782,2.051,1.373,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_04,D01,
19A0065,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,803.185,2.02,1.395,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,D02,
19A0411,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,2177.058,1.941,1.571,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_04,D03,
19A0266,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,2404.05,1.961,1.695,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,D04,
19A0150,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,920.097,2.027,1.507,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,D05,
19A0199,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,178.026,1.923,0.836,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,D06,
BLANK,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,0,Water,Jenna Hershberger,,FALSE,SC_RNA_04,D07,
19A0237,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,559.109,2.002,1.167,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_04,D08,
19A0235,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,673.023,2.067,1.696,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,D09,
19A0270,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,99,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/20/19,,Hot Borate,yes,,409.113,2.063,1.428,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_04,D10,
19A0278,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,488.251,1.858,0.727,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,D11,
19A0284,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,787.447,2.017,1.138,20,Water,Jenna Hershberger,6/24/20,TRUE,SC_RNA_04,D12,
19A0311,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,702.157,2.025,1.473,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,E01,says redo in sharpie
19A0144,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,71,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/23/19,,Hot Borate,yes,,1384.494,2.072,1.553,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,E02,
19A0461,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,521.355,2.065,1.55,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_04,E03,
19A0288,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,91.931,1.899,0.827,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,E04,junk in bottom step 5 day 2
19A0268,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1181.346,1.997,1.141,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_04,E05,
19A0180,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,1338.809,2.024,1.674,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_04,E06,
19A0248,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,668.474,2.051,2.02,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_04,E07,
19A0332,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,Non-rogue (second time sampling this plot),Hot Borate,yes,,863.416,2.076,2.19,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,E08,
19A0174,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,90,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/11/19,,Hot Borate,yes,,1687.265,1.999,1.298,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_04,E09,
19A0228,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,534.602,1.997,0.972,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,E10,
19A0092,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,241.012,1.636,0.884,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,E11,
19A0168,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1784.058,1.986,1.562,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,E12,
Neg_Control,,,Zea mays,1,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_04,F01,
19A0117,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1283.059,2.021,1.681,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_04,F02,
19A0453,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,610.436,2.1,2.19,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_04,F03,
19A0234,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,595.894,2.011,1.223,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,F04,
19A0412,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,584.72,2.004,1.264,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_04,F05,
19A0181,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,47.16,1.58,0.386,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_04,F06,
19A0292,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,1122.074,2.046,1.698,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_04,F07,
19A0209,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,993.218,1.967,1.611,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,F08,
19A0281,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,102,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/23/19,,Hot Borate,yes,,166.066,1.965,1.059,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_04,F09,
19A0212,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,1843.557,2.042,1.932,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,F10,
19A0156,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1048.414,2.049,1.374,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_04,F11,
19A0239,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,378.432,2.006,1.012,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,F12,
19A0200,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,1138.976,1.986,1.358,20,Water,Jenna Hershberger,3/15/20,TRUE,SC_RNA_04,G01,
19A0125,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,69,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/21/19,,Hot Borate,yes,,962.711,1.996,1.085,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_04,G02,
19A0190,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,1282.122,1.991,1.321,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,G03,
19A0386,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,537.023,2.052,1.273,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_04,G04,
19A0186,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,708.398,2.025,1.144,20,Water,Jenna Hershberger,7/8/20,FALSE,SC_RNA_04,G05,
19A0399,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1865.285,1.871,1.347,20,Water,Jenna Hershberger,3/12/20,TRUE,SC_RNA_04,G06,
19A0352,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,865.111,2.088,1.975,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_04,G07,
19A0066,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,849.977,2.076,1.651,20,Water,Jenna Hershberger,6/30/20,TRUE,SC_RNA_04,G08,
19A0314,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,728.083,2.024,1.231,20,Water,Jenna Hershberger,6/30/20,FALSE,SC_RNA_04,G09,says redo in sharpie
19A0413,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,88,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/9/19,,Hot Borate,yes,,132.415,1.71,0.479,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_04,G10,
19A0445,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1120.42,2.019,1.041,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_04,G11,
19A0372,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,63.804,1.912,1.131,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,G12,junk in bottom day 2
19A0157,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,473.057,2.038,1.293,20,Water,Jenna Hershberger,7/16/20,FALSE,SC_RNA_04,H01,
Pos_Control,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,,,Hot Borate,yes,,,,,20,Water,Jenna Hershberger,,FALSE,SC_RNA_04,H02,
19A0329,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,845.101,2.056,1.546,20,Water,Jenna Hershberger,7/5/20,TRUE,SC_RNA_04,H03,
19A0151,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,1107.919,1.945,2.003,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,H04,
19A0163,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,81,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/2/19,,Hot Borate,yes,,69.326,1.944,1.413,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_04,H05,
19A0128,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,356.639,2.013,1.237,20,Water,Jenna Hershberger,7/5/20,FALSE,SC_RNA_04,H06,
19A0256,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,883.769,2.072,1.688,20,Water,Jenna Hershberger,6/22/20,FALSE,SC_RNA_04,H07,
19A0420,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,101,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/22/19,,Hot Borate,yes,,1347.983,1.93,1.117,20,Water,Jenna Hershberger,6/18/20,FALSE,SC_RNA_04,H08,
19A0158,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,661.785,1.941,0.892,20,Water,Jenna Hershberger,6/24/20,TRUE,SC_RNA_04,H09,
19A0401,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,103,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/24/19,,Hot Borate,yes,,846.786,1.969,1.111,20,Water,Jenna Hershberger,6/21/20,FALSE,SC_RNA_04,H10,
19A0339,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,82,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/3/19,,Hot Borate,yes,,1131.953,1.998,1.049,20,Water,Jenna Hershberger,7/9/20,FALSE,SC_RNA_04,H11,
19A0177,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,3.722,0.904,0.204,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_04,H12,
19A0245,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,435.684,2.054,1.384,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_05,A01,
19A0060,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,70,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/22/19,,Hot Borate,yes,,1147.931,2.069,1.624,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_05,A02,
19A0197,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,282.874,2.025,1.311,20,Water,Jenna Hershberger,6/29/20,FALSE,SC_RNA_05,A03,
19A0004,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,1111.297,1.948,1.277,20,Water,Jenna Hershberger,7/1/20,FALSE,SC_RNA_05,A04,
19A0264,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,78,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/30/19,,Hot Borate,yes,,2494.993,1.826,1.845,20,Water,Jenna Hershberger,3/11/20,TRUE,SC_RNA_05,A05,
19A0291,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,92,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/13/19,,Hot Borate,yes,,485.344,1.936,0.866,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_05,A06,
19A0407,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,101,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/22/19,,Hot Borate,yes,,1313.123,2.052,1.563,20,Water,Jenna Hershberger,6/28/20,FALSE,SC_RNA_05,A07,
19A0152,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,63,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/15/19,,Hot Borate,yes,,851.922,2.039,1.309,20,Water,Jenna Hershberger,6/28/20,TRUE,SC_RNA_05,A08,
19A0263,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,89,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/10/19,,Hot Borate,yes,,1450.523,2.08,2.2,20,Water,Jenna Hershberger,7/2/20,FALSE,SC_RNA_05,A09,
19A0275,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,85,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/6/19,,Hot Borate,yes,,888.232,2.053,1.38,20,Water,Jenna Hershberger,7/7/20,FALSE,SC_RNA_05,A10,
19A0238,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,729.812,2.059,2.033,20,Water,Jenna Hershberger,6/24/20,FALSE,SC_RNA_05,B01,
19A0375,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,97,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,9/18/19,,Hot Borate,yes,,684.989,2.061,1.417,20,Water,Jenna Hershberger,7/6/20,FALSE,SC_RNA_05,B02,
19A0322,,,Zea mays,4577,Cultivar,seed,400 GDD after pollination,76,None,Gore lab,"Musgrave Farm, Aurora, NY",Non-irrigated,"Musgrave Farm, Aurora, NY",1,Jenna Hershberger,8/28/19,,Hot Borate,yes,,9.346,1.187,0.249,20,Water,Jenna Hershberger,6/23/20,FALSE,SC_RNA_05,B03,junk
